Model,MDO3014
Firmware Version,1.14

Waveform Type,ANALOG,
-5.504000e+00,nan,nan
-5.502000e+00,nan,nan
-5.500000e+00,nan,nan
-5.498000e+00,nan,nan
-5.496000e+00,nan,nan
-5.494000e+00,nan,nan
-5.492000e+00,nan,nan
-5.490000e+00,nan,nan
-5.488000e+00,nan,nan
-5.486000e+00,nan,nan
-5.484000e+00,nan,nan
-5.482000e+00,nan,nan
-5.480000e+00,nan,nan
-5.478000e+00,nan,nan
-5.476000e+00,nan,nan
-5.474000e+00,nan,nan
-5.472000e+00,nan,nan
-5.470000e+00,nan,nan
-5.468000e+00,nan,nan
-5.466000e+00,nan,nan
-5.464000e+00,nan,nan
-5.462000e+00,nan,nan
-5.460000e+00,nan,nan
-5.458000e+00,nan,nan
-5.456000e+00,nan,nan
-5.454000e+00,nan,nan
-5.452000e+00,nan,nan
-5.450000e+00,nan,nan
-5.448000e+00,nan,nan
-5.446000e+00,nan,nan
-5.444000e+00,nan,nan
-5.442000e+00,nan,nan
-5.440000e+00,nan,nan
-5.438000e+00,nan,nan
-5.436000e+00,nan,nan
-5.434000e+00,nan,nan
-5.432000e+00,nan,nan
-5.430000e+00,nan,nan
-5.428000e+00,nan,nan
-5.426000e+00,nan,nan
-5.424000e+00,nan,nan
-5.422000e+00,nan,nan
-5.420000e+00,nan,nan
-5.418000e+00,nan,nan
-5.416000e+00,nan,nan
-5.414000e+00,nan,nan
-5.412000e+00,nan,nan
-5.410000e+00,nan,nan
-5.408000e+00,nan,nan
-5.406000e+00,nan,nan
-5.404000e+00,nan,nan
-5.402000e+00,nan,nan
-5.400000e+00,nan,nan
-5.398000e+00,nan,nan
-5.396000e+00,nan,nan
-5.394000e+00,nan,nan
-5.392000e+00,nan,nan
-5.390000e+00,nan,nan
-5.388000e+00,nan,nan
-5.386000e+00,nan,nan
-5.384000e+00,nan,nan
-5.382000e+00,nan,nan
-5.380000e+00,nan,nan
-5.378000e+00,nan,nan
-5.376000e+00,nan,nan
-5.374000e+00,nan,nan
-5.372000e+00,nan,nan
-5.370000e+00,nan,nan
-5.368000e+00,nan,nan
-5.366000e+00,nan,nan
-5.364000e+00,nan,nan
-5.362000e+00,nan,nan
-5.360000e+00,nan,nan
-5.358000e+00,nan,nan
-5.356000e+00,nan,nan
-5.354000e+00,nan,nan
-5.352000e+00,nan,nan
-5.350000e+00,nan,nan
-5.348000e+00,nan,nan
-5.346000e+00,nan,nan
-5.344000e+00,nan,nan
-5.342000e+00,nan,nan
-5.340000e+00,nan,nan
-5.338000e+00,nan,nan
-5.336000e+00,nan,nan
-5.334000e+00,nan,nan
-5.332000e+00,nan,nan
-5.330000e+00,nan,nan
-5.328000e+00,nan,nan
-5.326000e+00,nan,nan
-5.324000e+00,nan,nan
-5.322000e+00,nan,nan
-5.320000e+00,nan,nan
-5.318000e+00,nan,nan
-5.316000e+00,nan,nan
-5.314000e+00,nan,nan
-5.312000e+00,nan,nan
-5.310000e+00,nan,nan
-5.308000e+00,nan,nan
-5.306000e+00,nan,nan
-5.304000e+00,nan,nan
-5.302000e+00,nan,nan
-5.300000e+00,nan,nan
-5.298000e+00,nan,nan
-5.296000e+00,nan,nan
-5.294000e+00,nan,nan
-5.292000e+00,nan,nan
-5.290000e+00,nan,nan
-5.288000e+00,nan,nan
-5.286000e+00,nan,nan
-5.284000e+00,nan,nan
-5.282000e+00,nan,nan
-5.280000e+00,nan,nan
-5.278000e+00,nan,nan
-5.276000e+00,nan,nan
-5.274000e+00,nan,nan
-5.272000e+00,nan,nan
-5.270000e+00,nan,nan
-5.268000e+00,nan,nan
-5.266000e+00,nan,nan
-5.264000e+00,nan,nan
-5.262000e+00,nan,nan
-5.260000e+00,nan,nan
-5.258000e+00,nan,nan
-5.256000e+00,nan,nan
-5.254000e+00,nan,nan
-5.252000e+00,nan,nan
-5.250000e+00,nan,nan
-5.248000e+00,nan,nan
-5.246000e+00,nan,nan
-5.244000e+00,nan,nan
-5.242000e+00,nan,nan
-5.240000e+00,nan,nan
-5.238000e+00,nan,nan
-5.236000e+00,nan,nan
-5.234000e+00,nan,nan
-5.232000e+00,nan,nan
-5.230000e+00,nan,nan
-5.228000e+00,nan,nan
-5.226000e+00,nan,nan
-5.224000e+00,nan,nan
-5.222000e+00,nan,nan
-5.220000e+00,nan,nan
-5.218000e+00,nan,nan
-5.216000e+00,nan,nan
-5.214000e+00,nan,nan
-5.212000e+00,nan,nan
-5.210000e+00,nan,nan
-5.208000e+00,nan,nan
-5.206000e+00,nan,nan
-5.204000e+00,nan,nan
-5.202000e+00,nan,nan
-5.200000e+00,nan,nan
-5.198000e+00,nan,nan
-5.196000e+00,nan,nan
-5.194000e+00,nan,nan
-5.192000e+00,nan,nan
-5.190000e+00,nan,nan
-5.188000e+00,nan,nan
-5.186000e+00,nan,nan
-5.184000e+00,nan,nan
-5.182000e+00,nan,nan
-5.180000e+00,nan,nan
-5.178000e+00,nan,nan
-5.176000e+00,nan,nan
-5.174000e+00,nan,nan
-5.172000e+00,nan,nan
-5.170000e+00,nan,nan
-5.168000e+00,nan,nan
-5.166000e+00,nan,nan
-5.164000e+00,nan,nan
-5.162000e+00,nan,nan
-5.160000e+00,nan,nan
-5.158000e+00,nan,nan
-5.156000e+00,nan,nan
-5.154000e+00,nan,nan
-5.152000e+00,nan,nan
-5.150000e+00,nan,nan
-5.148000e+00,nan,nan
-5.146000e+00,nan,nan
-5.144000e+00,nan,nan
-5.142000e+00,nan,nan
-5.140000e+00,nan,nan
-5.138000e+00,nan,nan
-5.136000e+00,nan,nan
-5.134000e+00,nan,nan
-5.132000e+00,nan,nan
-5.130000e+00,nan,nan
-5.128000e+00,nan,nan
-5.126000e+00,nan,nan
-5.124000e+00,nan,nan
-5.122000e+00,nan,nan
-5.120000e+00,nan,nan
-5.118000e+00,nan,nan
-5.116000e+00,nan,nan
-5.114000e+00,nan,nan
-5.112000e+00,nan,nan
-5.110000e+00,nan,nan
-5.108000e+00,nan,nan
-5.106000e+00,nan,nan
-5.104000e+00,nan,nan
-5.102000e+00,nan,nan
-5.100000e+00,nan,nan
-5.098000e+00,nan,nan
-5.096000e+00,nan,nan
-5.094000e+00,nan,nan
-5.092000e+00,nan,nan
-5.090000e+00,nan,nan
-5.088000e+00,nan,nan
-5.086000e+00,nan,nan
-5.084000e+00,nan,nan
-5.082000e+00,nan,nan
-5.080000e+00,nan,nan
-5.078000e+00,nan,nan
-5.076000e+00,nan,nan
-5.074000e+00,nan,nan
-5.072000e+00,nan,nan
-5.070000e+00,nan,nan
-5.068000e+00,nan,nan
-5.066000e+00,nan,nan
-5.064000e+00,nan,nan
-5.062000e+00,nan,nan
-5.060000e+00,nan,nan
-5.058000e+00,nan,nan
-5.056000e+00,nan,nan
-5.054000e+00,nan,nan
-5.052000e+00,nan,nan
-5.050000e+00,nan,nan
-5.048000e+00,nan,nan
-5.046000e+00,nan,nan
-5.044000e+00,nan,nan
-5.042000e+00,nan,nan
-5.040000e+00,nan,nan
-5.038000e+00,nan,nan
-5.036000e+00,nan,nan
-5.034000e+00,nan,nan
-5.032000e+00,nan,nan
-5.030000e+00,nan,nan
-5.028000e+00,nan,nan
-5.026000e+00,nan,nan
-5.024000e+00,nan,nan
-5.022000e+00,nan,nan
-5.020000e+00,nan,nan
-5.018000e+00,nan,nan
-5.016000e+00,nan,nan
-5.014000e+00,nan,nan
-5.012000e+00,nan,nan
-5.010000e+00,nan,nan
-5.008000e+00,nan,nan
-5.006000e+00,nan,nan
-5.004000e+00,nan,nan
-5.002000e+00,nan,nan
-5.000000e+00,nan,nan
-4.998000e+00,nan,nan
-4.996000e+00,nan,nan
-4.994000e+00,nan,nan
-4.992000e+00,nan,nan
-4.990000e+00,nan,nan
-4.988000e+00,nan,nan
-4.986000e+00,nan,nan
-4.984000e+00,nan,nan
-4.982000e+00,nan,nan
-4.980000e+00,nan,nan
-4.978000e+00,nan,nan
-4.976000e+00,nan,nan
-4.974000e+00,nan,nan
-4.972000e+00,nan,nan
-4.970000e+00,nan,nan
-4.968000e+00,nan,nan
-4.966000e+00,nan,nan
-4.964000e+00,nan,nan
-4.962000e+00,nan,nan
-4.960000e+00,nan,nan
-4.958000e+00,nan,nan
-4.956000e+00,nan,nan
-4.954000e+00,nan,nan
-4.952000e+00,nan,nan
-4.950000e+00,nan,nan
-4.948000e+00,nan,nan
-4.946000e+00,nan,nan
-4.944000e+00,nan,nan
-4.942000e+00,nan,nan
-4.940000e+00,nan,nan
-4.938000e+00,nan,nan
-4.936000e+00,nan,nan
-4.934000e+00,nan,nan
-4.932000e+00,nan,nan
-4.930000e+00,nan,nan
-4.928000e+00,nan,nan
-4.926000e+00,nan,nan
-4.924000e+00,nan,nan
-4.922000e+00,nan,nan
-4.920000e+00,nan,nan
-4.918000e+00,nan,nan
-4.916000e+00,nan,nan
-4.914000e+00,nan,nan
-4.912000e+00,nan,nan
-4.910000e+00,nan,nan
-4.908000e+00,nan,nan
-4.906000e+00,nan,nan
-4.904000e+00,nan,nan
-4.902000e+00,nan,nan
-4.900000e+00,nan,nan
-4.898000e+00,nan,nan
-4.896000e+00,nan,nan
-4.894000e+00,nan,nan
-4.892000e+00,nan,nan
-4.890000e+00,nan,nan
-4.888000e+00,nan,nan
-4.886000e+00,nan,nan
-4.884000e+00,nan,nan
-4.882000e+00,nan,nan
-4.880000e+00,nan,nan
-4.878000e+00,nan,nan
-4.876000e+00,nan,nan
-4.874000e+00,nan,nan
-4.872000e+00,nan,nan
-4.870000e+00,nan,nan
-4.868000e+00,nan,nan
-4.866000e+00,nan,nan
-4.864000e+00,nan,nan
-4.862000e+00,nan,nan
-4.860000e+00,nan,nan
-4.858000e+00,nan,nan
-4.856000e+00,nan,nan
-4.854000e+00,nan,nan
-4.852000e+00,nan,nan
-4.850000e+00,nan,nan
-4.848000e+00,nan,nan
-4.846000e+00,nan,nan
-4.844000e+00,nan,nan
-4.842000e+00,nan,nan
-4.840000e+00,nan,nan
-4.838000e+00,nan,nan
-4.836000e+00,nan,nan
-4.834000e+00,nan,nan
-4.832000e+00,nan,nan
-4.830000e+00,nan,nan
-4.828000e+00,nan,nan
-4.826000e+00,nan,nan
-4.824000e+00,nan,nan
-4.822000e+00,nan,nan
-4.820000e+00,nan,nan
-4.818000e+00,nan,nan
-4.816000e+00,nan,nan
-4.814000e+00,nan,nan
-4.812000e+00,nan,nan
-4.810000e+00,nan,nan
-4.808000e+00,nan,nan
-4.806000e+00,nan,nan
-4.804000e+00,nan,nan
-4.802000e+00,nan,nan
-4.800000e+00,nan,nan
-4.798000e+00,nan,nan
-4.796000e+00,nan,nan
-4.794000e+00,nan,nan
-4.792000e+00,nan,nan
-4.790000e+00,nan,nan
-4.788000e+00,nan,nan
-4.786000e+00,nan,nan
-4.784000e+00,nan,nan
-4.782000e+00,nan,nan
-4.780000e+00,nan,nan
-4.778000e+00,nan,nan
-4.776000e+00,nan,nan
-4.774000e+00,nan,nan
-4.772000e+00,nan,nan
-4.770000e+00,nan,nan
-4.768000e+00,nan,nan
-4.766000e+00,nan,nan
-4.764000e+00,nan,nan
-4.762000e+00,nan,nan
-4.760000e+00,nan,nan
-4.758000e+00,nan,nan
-4.756000e+00,nan,nan
-4.754000e+00,nan,nan
-4.752000e+00,nan,nan
-4.750000e+00,nan,nan
-4.748000e+00,nan,nan
-4.746000e+00,nan,nan
-4.744000e+00,nan,nan
-4.742000e+00,nan,nan
-4.740000e+00,nan,nan
-4.738000e+00,nan,nan
-4.736000e+00,nan,nan
-4.734000e+00,nan,nan
-4.732000e+00,nan,nan
-4.730000e+00,nan,nan
-4.728000e+00,nan,nan
-4.726000e+00,nan,nan
-4.724000e+00,nan,nan
-4.722000e+00,nan,nan
-4.720000e+00,nan,nan
-4.718000e+00,nan,nan
-4.716000e+00,nan,nan
-4.714000e+00,nan,nan
-4.712000e+00,nan,nan
-4.710000e+00,nan,nan
-4.708000e+00,nan,nan
-4.706000e+00,nan,nan
-4.704000e+00,nan,nan
-4.702000e+00,nan,nan
-4.700000e+00,nan,nan
-4.698000e+00,nan,nan
-4.696000e+00,nan,nan
-4.694000e+00,nan,nan
-4.692000e+00,nan,nan
-4.690000e+00,nan,nan
-4.688000e+00,nan,nan
-4.686000e+00,nan,nan
-4.684000e+00,nan,nan
-4.682000e+00,nan,nan
-4.680000e+00,nan,nan
-4.678000e+00,nan,nan
-4.676000e+00,nan,nan
-4.674000e+00,nan,nan
-4.672000e+00,nan,nan
-4.670000e+00,nan,nan
-4.668000e+00,nan,nan
-4.666000e+00,nan,nan
-4.664000e+00,nan,nan
-4.662000e+00,nan,nan
-4.660000e+00,nan,nan
-4.658000e+00,nan,nan
-4.656000e+00,nan,nan
-4.654000e+00,nan,nan
-4.652000e+00,nan,nan
-4.650000e+00,nan,nan
-4.648000e+00,nan,nan
-4.646000e+00,nan,nan
-4.644000e+00,nan,nan
-4.642000e+00,nan,nan
-4.640000e+00,nan,nan
-4.638000e+00,nan,nan
-4.636000e+00,nan,nan
-4.634000e+00,nan,nan
-4.632000e+00,nan,nan
-4.630000e+00,nan,nan
-4.628000e+00,nan,nan
-4.626000e+00,nan,nan
-4.624000e+00,nan,nan
-4.622000e+00,nan,nan
-4.620000e+00,nan,nan
-4.618000e+00,nan,nan
-4.616000e+00,nan,nan
-4.614000e+00,nan,nan
-4.612000e+00,nan,nan
-4.610000e+00,nan,nan
-4.608000e+00,nan,nan
-4.606000e+00,nan,nan
-4.604000e+00,nan,nan
-4.602000e+00,nan,nan
-4.600000e+00,nan,nan
-4.598000e+00,nan,nan
-4.596000e+00,nan,nan
-4.594000e+00,nan,nan
-4.592000e+00,nan,nan
-4.590000e+00,nan,nan
-4.588000e+00,nan,nan
-4.586000e+00,nan,nan
-4.584000e+00,nan,nan
-4.582000e+00,nan,nan
-4.580000e+00,nan,nan
-4.578000e+00,nan,nan
-4.576000e+00,nan,nan
-4.574000e+00,nan,nan
-4.572000e+00,nan,nan
-4.570000e+00,nan,nan
-4.568000e+00,nan,nan
-4.566000e+00,nan,nan
-4.564000e+00,nan,nan
-4.562000e+00,nan,nan
-4.560000e+00,nan,nan
-4.558000e+00,nan,nan
-4.556000e+00,nan,nan
-4.554000e+00,nan,nan
-4.552000e+00,nan,nan
-4.550000e+00,nan,nan
-4.548000e+00,nan,nan
-4.546000e+00,nan,nan
-4.544000e+00,nan,nan
-4.542000e+00,nan,nan
-4.540000e+00,nan,nan
-4.538000e+00,nan,nan
-4.536000e+00,nan,nan
-4.534000e+00,nan,nan
-4.532000e+00,nan,nan
-4.530000e+00,nan,nan
-4.528000e+00,nan,nan
-4.526000e+00,nan,nan
-4.524000e+00,nan,nan
-4.522000e+00,nan,nan
-4.520000e+00,nan,nan
-4.518000e+00,nan,nan
-4.516000e+00,nan,nan
-4.514000e+00,nan,nan
-4.512000e+00,nan,nan
-4.510000e+00,nan,nan
-4.508000e+00,nan,nan
-4.506000e+00,nan,nan
-4.504000e+00,nan,nan
-4.502000e+00,nan,nan
-4.500000e+00,nan,nan
-4.498000e+00,nan,nan
-4.496000e+00,nan,nan
-4.494000e+00,nan,nan
-4.492000e+00,nan,nan
-4.490000e+00,nan,nan
-4.488000e+00,nan,nan
-4.486000e+00,nan,nan
-4.484000e+00,nan,nan
-4.482000e+00,nan,nan
-4.480000e+00,nan,nan
-4.478000e+00,nan,nan
-4.476000e+00,nan,nan
-4.474000e+00,nan,nan
-4.472000e+00,nan,nan
-4.470000e+00,nan,nan
-4.468000e+00,nan,nan
-4.466000e+00,nan,nan
-4.464000e+00,nan,nan
-4.462000e+00,nan,nan
-4.460000e+00,nan,nan
-4.458000e+00,nan,nan
-4.456000e+00,nan,nan
-4.454000e+00,nan,nan
-4.452000e+00,nan,nan
-4.450000e+00,nan,nan
-4.448000e+00,nan,nan
-4.446000e+00,nan,nan
-4.444000e+00,nan,nan
-4.442000e+00,nan,nan
-4.440000e+00,nan,nan
-4.438000e+00,nan,nan
-4.436000e+00,nan,nan
-4.434000e+00,nan,nan
-4.432000e+00,nan,nan
-4.430000e+00,nan,nan
-4.428000e+00,nan,nan
-4.426000e+00,nan,nan
-4.424000e+00,nan,nan
-4.422000e+00,nan,nan
-4.420000e+00,nan,nan
-4.418000e+00,nan,nan
-4.416000e+00,nan,nan
-4.414000e+00,nan,nan
-4.412000e+00,nan,nan
-4.410000e+00,nan,nan
-4.408000e+00,nan,nan
-4.406000e+00,nan,nan
-4.404000e+00,nan,nan
-4.402000e+00,nan,nan
-4.400000e+00,nan,nan
-4.398000e+00,nan,nan
-4.396000e+00,nan,nan
-4.394000e+00,nan,nan
-4.392000e+00,nan,nan
-4.390000e+00,nan,nan
-4.388000e+00,nan,nan
-4.386000e+00,nan,nan
-4.384000e+00,nan,nan
-4.382000e+00,nan,nan
-4.380000e+00,nan,nan
-4.378000e+00,nan,nan
-4.376000e+00,nan,nan
-4.374000e+00,nan,nan
-4.372000e+00,nan,nan
-4.370000e+00,nan,nan
-4.368000e+00,nan,nan
-4.366000e+00,nan,nan
-4.364000e+00,nan,nan
-4.362000e+00,nan,nan
-4.360000e+00,nan,nan
-4.358000e+00,nan,nan
-4.356000e+00,nan,nan
-4.354000e+00,nan,nan
-4.352000e+00,nan,nan
-4.350000e+00,nan,nan
-4.348000e+00,nan,nan
-4.346000e+00,nan,nan
-4.344000e+00,nan,nan
-4.342000e+00,nan,nan
-4.340000e+00,nan,nan
-4.338000e+00,nan,nan
-4.336000e+00,nan,nan
-4.334000e+00,nan,nan
-4.332000e+00,nan,nan
-4.330000e+00,nan,nan
-4.328000e+00,nan,nan
-4.326000e+00,nan,nan
-4.324000e+00,nan,nan
-4.322000e+00,nan,nan
-4.320000e+00,nan,nan
-4.318000e+00,nan,nan
-4.316000e+00,nan,nan
-4.314000e+00,nan,nan
-4.312000e+00,nan,nan
-4.310000e+00,nan,nan
-4.308000e+00,nan,nan
-4.306000e+00,nan,nan
-4.304000e+00,nan,nan
-4.302000e+00,nan,nan
-4.300000e+00,nan,nan
-4.298000e+00,nan,nan
-4.296000e+00,nan,nan
-4.294000e+00,nan,nan
-4.292000e+00,nan,nan
-4.290000e+00,nan,nan
-4.288000e+00,nan,nan
-4.286000e+00,nan,nan
-4.284000e+00,nan,nan
-4.282000e+00,nan,nan
-4.280000e+00,nan,nan
-4.278000e+00,nan,nan
-4.276000e+00,nan,nan
-4.274000e+00,nan,nan
-4.272000e+00,nan,nan
-4.270000e+00,nan,nan
-4.268000e+00,nan,nan
-4.266000e+00,nan,nan
-4.264000e+00,nan,nan
-4.262000e+00,nan,nan
-4.260000e+00,nan,nan
-4.258000e+00,nan,nan
-4.256000e+00,nan,nan
-4.254000e+00,nan,nan
-4.252000e+00,nan,nan
-4.250000e+00,nan,nan
-4.248000e+00,nan,nan
-4.246000e+00,nan,nan
-4.244000e+00,nan,nan
-4.242000e+00,nan,nan
-4.240000e+00,nan,nan
-4.238000e+00,nan,nan
-4.236000e+00,nan,nan
-4.234000e+00,nan,nan
-4.232000e+00,nan,nan
-4.230000e+00,nan,nan
-4.228000e+00,nan,nan
-4.226000e+00,nan,nan
-4.224000e+00,nan,nan
-4.222000e+00,nan,nan
-4.220000e+00,nan,nan
-4.218000e+00,nan,nan
-4.216000e+00,nan,nan
-4.214000e+00,nan,nan
-4.212000e+00,nan,nan
-4.210000e+00,nan,nan
-4.208000e+00,nan,nan
-4.206000e+00,nan,nan
-4.204000e+00,nan,nan
-4.202000e+00,nan,nan
-4.200000e+00,nan,nan
-4.198000e+00,nan,nan
-4.196000e+00,nan,nan
-4.194000e+00,nan,nan
-4.192000e+00,nan,nan
-4.190000e+00,nan,nan
-4.188000e+00,nan,nan
-4.186000e+00,nan,nan
-4.184000e+00,nan,nan
-4.182000e+00,nan,nan
-4.180000e+00,nan,nan
-4.178000e+00,nan,nan
-4.176000e+00,nan,nan
-4.174000e+00,nan,nan
-4.172000e+00,nan,nan
-4.170000e+00,nan,nan
-4.168000e+00,nan,nan
-4.166000e+00,nan,nan
-4.164000e+00,nan,nan
-4.162000e+00,nan,nan
-4.160000e+00,nan,nan
-4.158000e+00,nan,nan
-4.156000e+00,nan,nan
-4.154000e+00,nan,nan
-4.152000e+00,nan,nan
-4.150000e+00,nan,nan
-4.148000e+00,nan,nan
-4.146000e+00,nan,nan
-4.144000e+00,nan,nan
-4.142000e+00,nan,nan
-4.140000e+00,nan,nan
-4.138000e+00,nan,nan
-4.136000e+00,nan,nan
-4.134000e+00,nan,nan
-4.132000e+00,nan,nan
-4.130000e+00,nan,nan
-4.128000e+00,nan,nan
-4.126000e+00,nan,nan
-4.124000e+00,nan,nan
-4.122000e+00,nan,nan
-4.120000e+00,nan,nan
-4.118000e+00,nan,nan
-4.116000e+00,nan,nan
-4.114000e+00,nan,nan
-4.112000e+00,nan,nan
-4.110000e+00,nan,nan
-4.108000e+00,nan,nan
-4.106000e+00,nan,nan
-4.104000e+00,nan,nan
-4.102000e+00,nan,nan
-4.100000e+00,nan,nan
-4.098000e+00,nan,nan
-4.096000e+00,nan,nan
-4.094000e+00,nan,nan
-4.092000e+00,nan,nan
-4.090000e+00,nan,nan
-4.088000e+00,nan,nan
-4.086000e+00,nan,nan
-4.084000e+00,nan,nan
-4.082000e+00,nan,nan
-4.080000e+00,nan,nan
-4.078000e+00,nan,nan
-4.076000e+00,nan,nan
-4.074000e+00,nan,nan
-4.072000e+00,nan,nan
-4.070000e+00,nan,nan
-4.068000e+00,nan,nan
-4.066000e+00,nan,nan
-4.064000e+00,nan,nan
-4.062000e+00,nan,nan
-4.060000e+00,nan,nan
-4.058000e+00,nan,nan
-4.056000e+00,nan,nan
-4.054000e+00,nan,nan
-4.052000e+00,nan,nan
-4.050000e+00,nan,nan
-4.048000e+00,nan,nan
-4.046000e+00,nan,nan
-4.044000e+00,nan,nan
-4.042000e+00,nan,nan
-4.040000e+00,nan,nan
-4.038000e+00,nan,nan
-4.036000e+00,nan,nan
-4.034000e+00,nan,nan
-4.032000e+00,nan,nan
-4.030000e+00,nan,nan
-4.028000e+00,nan,nan
-4.026000e+00,nan,nan
-4.024000e+00,nan,nan
-4.022000e+00,nan,nan
-4.020000e+00,nan,nan
-4.018000e+00,nan,nan
-4.016000e+00,nan,nan
-4.014000e+00,nan,nan
-4.012000e+00,nan,nan
-4.010000e+00,nan,nan
-4.008000e+00,nan,nan
-4.006000e+00,nan,nan
-4.004000e+00,nan,nan
-4.002000e+00,nan,nan
-4.000000e+00,nan,nan
-3.998000e+00,nan,nan
-3.996000e+00,nan,nan
-3.994000e+00,nan,nan
-3.992000e+00,nan,nan
-3.990000e+00,nan,nan
-3.988000e+00,nan,nan
-3.986000e+00,nan,nan
-3.984000e+00,nan,nan
-3.982000e+00,nan,nan
-3.980000e+00,nan,nan
-3.978000e+00,nan,nan
-3.976000e+00,nan,nan
-3.974000e+00,nan,nan
-3.972000e+00,nan,nan
-3.970000e+00,nan,nan
-3.968000e+00,nan,nan
-3.966000e+00,nan,nan
-3.964000e+00,nan,nan
-3.962000e+00,nan,nan
-3.960000e+00,nan,nan
-3.958000e+00,nan,nan
-3.956000e+00,nan,nan
-3.954000e+00,nan,nan
-3.952000e+00,nan,nan
-3.950000e+00,nan,nan
-3.948000e+00,nan,nan
-3.946000e+00,nan,nan
-3.944000e+00,nan,nan
-3.942000e+00,nan,nan
-3.940000e+00,nan,nan
-3.938000e+00,nan,nan
-3.936000e+00,nan,nan
-3.934000e+00,nan,nan
-3.932000e+00,nan,nan
-3.930000e+00,nan,nan
-3.928000e+00,nan,nan
-3.926000e+00,nan,nan
-3.924000e+00,nan,nan
-3.922000e+00,nan,nan
-3.920000e+00,nan,nan
-3.918000e+00,nan,nan
-3.916000e+00,nan,nan
-3.914000e+00,nan,nan
-3.912000e+00,nan,nan
-3.910000e+00,nan,nan
-3.908000e+00,nan,nan
-3.906000e+00,nan,nan
-3.904000e+00,nan,nan
-3.902000e+00,nan,nan
-3.900000e+00,nan,nan
-3.898000e+00,nan,nan
-3.896000e+00,nan,nan
-3.894000e+00,nan,nan
-3.892000e+00,nan,nan
-3.890000e+00,nan,nan
-3.888000e+00,nan,nan
-3.886000e+00,nan,nan
-3.884000e+00,nan,nan
-3.882000e+00,nan,nan
-3.880000e+00,nan,nan
-3.878000e+00,nan,nan
-3.876000e+00,nan,nan
-3.874000e+00,nan,nan
-3.872000e+00,nan,nan
-3.870000e+00,nan,nan
-3.868000e+00,nan,nan
-3.866000e+00,nan,nan
-3.864000e+00,nan,nan
-3.862000e+00,nan,nan
-3.860000e+00,nan,nan
-3.858000e+00,nan,nan
-3.856000e+00,nan,nan
-3.854000e+00,nan,nan
-3.852000e+00,nan,nan
-3.850000e+00,nan,nan
-3.848000e+00,nan,nan
-3.846000e+00,nan,nan
-3.844000e+00,nan,nan
-3.842000e+00,nan,nan
-3.840000e+00,nan,nan
-3.838000e+00,nan,nan
-3.836000e+00,nan,nan
-3.834000e+00,nan,nan
-3.832000e+00,nan,nan
-3.830000e+00,nan,nan
-3.828000e+00,nan,nan
-3.826000e+00,nan,nan
-3.824000e+00,nan,nan
-3.822000e+00,nan,nan
-3.820000e+00,nan,nan
-3.818000e+00,nan,nan
-3.816000e+00,nan,nan
-3.814000e+00,nan,nan
-3.812000e+00,nan,nan
-3.810000e+00,nan,nan
-3.808000e+00,nan,nan
-3.806000e+00,nan,nan
-3.804000e+00,nan,nan
-3.802000e+00,nan,nan
-3.800000e+00,nan,nan
-3.798000e+00,nan,nan
-3.796000e+00,nan,nan
-3.794000e+00,nan,nan
-3.792000e+00,nan,nan
-3.790000e+00,nan,nan
-3.788000e+00,nan,nan
-3.786000e+00,nan,nan
-3.784000e+00,nan,nan
-3.782000e+00,nan,nan
-3.780000e+00,nan,nan
-3.778000e+00,nan,nan
-3.776000e+00,nan,nan
-3.774000e+00,nan,nan
-3.772000e+00,nan,nan
-3.770000e+00,nan,nan
-3.768000e+00,nan,nan
-3.766000e+00,nan,nan
-3.764000e+00,nan,nan
-3.762000e+00,nan,nan
-3.760000e+00,nan,nan
-3.758000e+00,nan,nan
-3.756000e+00,nan,nan
-3.754000e+00,nan,nan
-3.752000e+00,nan,nan
-3.750000e+00,nan,nan
-3.748000e+00,nan,nan
-3.746000e+00,nan,nan
-3.744000e+00,nan,nan
-3.742000e+00,nan,nan
-3.740000e+00,nan,nan
-3.738000e+00,nan,nan
-3.736000e+00,nan,nan
-3.734000e+00,nan,nan
-3.732000e+00,nan,nan
-3.730000e+00,nan,nan
-3.728000e+00,nan,nan
-3.726000e+00,nan,nan
-3.724000e+00,nan,nan
-3.722000e+00,nan,nan
-3.720000e+00,nan,nan
-3.718000e+00,nan,nan
-3.716000e+00,nan,nan
-3.714000e+00,nan,nan
-3.712000e+00,nan,nan
-3.710000e+00,nan,nan
-3.708000e+00,nan,nan
-3.706000e+00,nan,nan
-3.704000e+00,nan,nan
-3.702000e+00,nan,nan
-3.700000e+00,nan,nan
-3.698000e+00,nan,nan
-3.696000e+00,nan,nan
-3.694000e+00,nan,nan
-3.692000e+00,nan,nan
-3.690000e+00,nan,nan
-3.688000e+00,nan,nan
-3.686000e+00,nan,nan
-3.684000e+00,nan,nan
-3.682000e+00,nan,nan
-3.680000e+00,nan,nan
-3.678000e+00,nan,nan
-3.676000e+00,nan,nan
-3.674000e+00,nan,nan
-3.672000e+00,nan,nan
-3.670000e+00,nan,nan
-3.668000e+00,nan,nan
-3.666000e+00,nan,nan
-3.664000e+00,nan,nan
-3.662000e+00,nan,nan
-3.660000e+00,nan,nan
-3.658000e+00,nan,nan
-3.656000e+00,nan,nan
-3.654000e+00,nan,nan
-3.652000e+00,nan,nan
-3.650000e+00,nan,nan
-3.648000e+00,nan,nan
-3.646000e+00,nan,nan
-3.644000e+00,nan,nan
