# /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/angular_velocity/z, /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/linear_acceleration/x, /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/linear_acceleration/y
1573203311.9924347401, -0.38167938931297712424, 1573203314.5402879715, -0.0107421875, 1573203314.5402879715, -0.0068359375
1573203312.0004761219, -0.59541984732824426718, 1573203314.5501878262, -0.01708984375, 1573203314.5501878262, -0.009521484375
1573203312.0109603405, -0.55725190839694660472, 1573203314.5605914593, -0.014892578125, 1573203314.5605914593, -0.012451171875
1573203312.0200619698, -0.41221374045801528752, 1573203314.5708930492, -0.013671875, 1573203314.5708930492, -0.003173828125
1573203312.0301115513, -0.4198473282442747867, 1573203314.580262661, -0.016845703125, 1573203314.580262661, -0.01123046875
1573203312.0401127338, -0.46564885496183205937, 1573203314.5901694298, -0.01025390625, 1573203314.5901694298, -0.011474609375
1573203312.0500729084, -0.45038167938931294998, 1573203314.6004674435, -0.01708984375, 1573203314.6004674435, -0.0087890625
1573203312.0601098537, -0.4351145038167938961, 1573203314.6102664471, -0.0126953125, 1573203314.6102664471, -0.01025390625
1573203312.0702908039, -0.50381679389312972184, 1573203314.6200993061, -0.0107421875, 1573203314.6200993061, -0.00830078125
1573203312.0802721977, -0.48091603053435116877, 1573203314.6302564144, -0.013671875, 1573203314.6302564144, -0.01123046875
1573203312.090077877, -0.46564885496183205937, 1573203314.6407425404, -0.013671875, 1573203314.6407425404, -0.01513671875
1573203312.1000504494, -0.57251908396946560309, 1573203314.6501657963, -0.01171875, 1573203314.6501657963, -0.013671875
1573203312.110227108, -0.54961832061068705002, 1573203314.6601727009, -0.0146484375, 1573203314.6601727009, -0.01611328125
1573203312.1208019257, -0.50381679389312972184, 1573203314.6707179546, -0.01708984375, 1573203314.6707179546, -0.014404296875
1573203312.1301190853, -0.61068702290076337658, 1573203314.6810729504, -0.02001953125, 1573203314.6810729504, -0.00732421875
1573203312.1400790215, -0.49618320610687022265, 1573203314.6902186871, -0.013671875, 1573203314.6902186871, -0.008544921875
1573203312.1500549316, -0.56488549618320615942, 1573203314.7018072605, -0.00927734375, 1573203314.7018072605, -0.013427734375
