# /picar04/motor_node/car_cmd/header/stamp, /picar04/vel_des/velocity, /picar04/motor_node/car_cmd/header/stamp, /picar04/velocity_estimation_node/velocity_estimated/data
1580136737.8847570419, 0, 1580136737.8847570419, -0.00011869771660933558415
1580136737.8942430019, 0, 1580136737.8942430019, -0.00010807453410783007558
1580136737.9045810699, 0, 1580136737.9045810699, -9.153942178299391292e-5
1580136737.91522789, 0, 1580136737.91522789, -6.641314566638435279e-5
1580136737.924341917, 0, 1580136737.924341917, -4.3117458701379987563e-5
1580136737.9340109825, 0, 1580136737.9340109825, -2.9086595017514249302e-5
1580136737.9449779987, 0, 1580136737.9449779987, -2.5331221639530600146e-5
1580136737.95510602, 0, 1580136737.95510602, -3.4777934842618270011e-5
1580136737.9660050869, 0, 1580136737.9660050869, -4.619412558776358937e-5
1580136737.9672019482, 0, 1580136737.9672019482, -4.9118157529762447903e-5
1580136737.9747738838, 0, 1580136737.9747738838, -6.7707463943821274998e-5
1580136737.9846870899, 0, 1580136737.9846870899, -9.3410143588253824075e-5
1580136737.9947280884, 0, 1580136737.9947280884, -0.00011141275698127801788
1580136738.0043981075, 0, 1580136738.0043981075, -0.00012607994914067487905
1580136738.0138580799, 0, 1580136738.0138580799, -0.00013058803974663168979
1580136738.0235168934, 0, 1580136738.0235168934, -0.00012717310060360339347
1580136738.0347340107, 0, 1580136738.0347340107, -0.00012115993286527776526
1580136738.044123888, 0, 1580136738.044123888, -0.00012462305524775074
1580136738.0542509556, 0, 1580136738.0542509556, -0.00014884942562952562677
1580136738.0639469624, 0, 1580136738.0639469624, -0.00017518729930921265667
1580136738.0687320232, 0, 1580136738.0687320232, -0.00016759572111983047217
1580136738.0737679005, 0, 1580136738.0737679005, -0.00015736017948475669896
1580136738.0840699673, 0, 1580136738.0840699673, -0.00014710825946607209683
1580136738.094465971, 0, 1580136738.094465971, -0.00013942693473561324196
1580136738.1037769318, 0, 1580136738.1037769318, -0.0001284240555632284184
1580136738.1141910553, 0, 1580136738.1141910553, -0.0001070098507012555108
1580136738.1240050793, 0, 1580136738.1240050793, -7.4879772001588902662e-5
1580136738.1339540482, 0, 1580136738.1339540482, -2.8856053543780452224e-5
1580136738.1438059807, 0, 1580136738.1438059807, 3.0966027037626682613e-5
1580136738.1541070938, 0, 1580136738.1541070938, 9.6766140105398367388e-5
1580136738.1637759209, 0, 1580136738.1637759209, 0.00013165306331759955762
1580136738.1716480255, 0, 1580136738.1716480255, 0.00014702149860673798367
1580136738.1738860607, 0, 1580136738.1738860607, 0.00015951949795678949258
1580136738.1842179298, 0, 1580136738.1842179298, 0.00017414985760089333826
1580136738.1942999363, 0, 1580136738.1942999363, 0.00018169077243049812104
1580136738.203758955, 0, 1580136738.203758955, 0.00018033022742882723875
1580136738.2137889862, 0, 1580136738.2137889862, 0.0001742684257961311749
1580136738.2235839367, 0, 1580136738.2235839367, 0.00016901274488045407132
1580136738.2338759899, 0, 1580136738.2338759899, 0.00016851289267235845196
1580136738.2437140942, 0, 1580136738.2437140942, 0.00017588981063380190154
1580136738.2534899712, 0, 1580136738.2534899712, 0.00019371200997078799394
1580136738.2645111084, 0, 1580136738.2645111084, 0.00023844807366600723176
1580136738.2738859653, 0, 1580136738.2738859653, 0.00027854891719354782668
1580136738.2751250267, 0, 1580136738.2751250267, 0.00027875873245123165486
1580136738.2842960358, 0, 1580136738.2842960358, 0.00027846097899987304509
1580136738.2942650318, 0, 1580136738.2942650318, 0.00027289588700884733537
1580136738.3037679195, 0, 1580136738.3037679195, 0.00026214690628785514018
1580136738.3136959076, 0, 1580136738.3136959076, 0.00024460447645314136291
1580136738.3238699436, 0, 1580136738.3238699436, 0.00021992854118018314463
1580136738.3340768814, 0, 1580136738.3340768814, 0.00019139162645822441785
1580136738.3438439369, 0, 1580136738.3438439369, 0.0001616522287584688767
1580136738.3541500568, 0, 1580136738.3541500568, 0.00013449698427988999549
1580136738.3640220165, 0, 1580136738.3640220165, 0.00011073385572894328373
1580136738.3742260933, 0, 1580136738.3742260933, 0.00012251225641234287809
1580136738.377751112, 0, 1580136738.377751112, 0.00011793475775893264067
1580136738.3844890594, 0, 1580136738.3844890594, 0.00011739791629925767544
1580136738.3945040703, 0, 1580136738.3945040703, 0.00011636752258060052972
1580136738.4044320583, 0, 1580136738.4044320583, 0.00010906162248627032543
1580136738.4144809246, 0, 1580136738.4144809246, 9.3428866978881251726e-5
1580136738.4243659973, 0, 1580136738.4243659973, 7.4863835942573549588e-5
1580136738.4344389439, 0, 1580136738.4344389439, 5.1281958783457791363e-5
1580136738.4441258907, 0, 1580136738.4441258907, 1.5215610439507411616e-5
1580136738.4551858902, 0, 1580136738.4551858902, -1.9995448315601846608e-5
1580136738.4643230438, 0, 1580136738.4643230438, -4.9072248320827923859e-5
1580136738.4741029739, 0, 1580136738.4741029739, -6.3403775442815959356e-5
1580136738.4805560112, 0, 1580136738.4805560112, -7.0131319222800885937e-5
1580136738.4838340282, 0, 1580136738.4838340282, -7.9573375132734709084e-5
1580136738.4945790768, 0, 1580136738.4945790768, -9.405195478976574857e-5
1580136738.5040860176, 0, 1580136738.5040860176, -0.00011104583183170397317
1580136738.5143589973, 0, 1580136738.5143589973, -0.00013223355951873867926
1580136738.5241639614, 0, 1580136738.5241639614, -0.0001539776670166309949
1580136738.5338099003, 0, 1580136738.5338099003, -0.00016462713818986144439
1580136738.5440239906, 0, 1580136738.5440239906, -0.00017310220156598976702
1580136738.5546169281, 0, 1580136738.5546169281, -0.00018577749791118074434
