# /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/angular_velocity/z, /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/linear_acceleration/x, /picar04/imu_node/imu/recceipt_time, /picar04/imu_node/imu/linear_acceleration/y, /picar04/motor_node/car_cmd/recceipt_time, /picar04/motor_node/car_cmd/angle
1573210746.4857573509, -0.67175572519083970313, 1573210746.4857573509, -0.0107421875, 1573210746.4857573509, -0.002197265625, 1573210746.4819169044, 0
1573210746.495869875, -0.59541984732824426718, 1573210746.495869875, -0.0126953125, 1573210746.495869875, -0.003173828125, 1573210746.518197298, 0
1573210746.5057513714, -0.64122137404580148434, 1573210746.5057513714, -0.006591796875, 1573210746.5057513714, -0.007568359375, 1573210746.554415226, 0
1573210746.51557374, -0.54961832061068705002, 1573210746.51557374, -0.018798828125, 1573210746.51557374, -0.008544921875, 1573210746.5906205177, 0
1573210746.5261332989, -0.45801526717557250468, 1573210746.5261332989, -0.014892578125, 1573210746.5261332989, -0.0009765625, 1573210746.6267867088, 0
1573210746.5363335609, -0.61832061068702293127, 1573210746.5363335609, -0.013916015625, 1573210746.5363335609, -0.015625, 1573210746.6630175114, 0
1573210746.5456385612, -0.55725190839694660472, 1573210746.5456385612, -0.0078125, 1573210746.5456385612, -0.01025390625, 1573210746.6993539333, 0
1573210746.5554881096, -0.50381679389312972184, 1573210746.5554881096, -0.01416015625, 1573210746.5554881096, -0.008056640625, 1573210746.7357869148, 0
1573210746.5672059059, -0.48091603053435116877, 1573210746.5672059059, -0.01904296875, 1573210746.5672059059, 0.0009765625, 1573210746.7720787525, 0
1573210746.5757026672, -0.48854961832061066795, 1573210746.5757026672, -0.0087890625, 1573210746.5757026672, -0.0078125, 1573210746.8081758022, 0
1573210746.5855054855, -0.46564885496183205937, 1573210746.5855054855, -0.0126953125, 1573210746.5855054855, -0.0126953125, 1573210746.844350338, 0
1573210746.5965843201, -0.46564885496183205937, 1573210746.5965843201, -0.015869140625, 1573210746.5965843201, -0.010986328125, 1573210746.8805582523, 0
1573210746.6061105728, -0.58778625954198471248, 1573210746.6061105728, -0.01171875, 1573210746.6061105728, -0.007080078125, 1573210746.916932106, 0
1573210746.6156082153, -0.51908396946564883123, 1573210746.6156082153, -0.0126953125, 1573210746.6156082153, -0.005859375, 1573210746.9537367821, 0
1573210746.6255674362, -0.59541984732824426718, 1573210746.6255674362, -0.009033203125, 1573210746.6255674362, -0.007568359375, 1573210746.9899508953, 0
1573210746.6365325451, -0.54961832061068705002, 1573210746.6365325451, -0.009521484375, 1573210746.6365325451, -0.0068359375, 1573210747.0262515545, 0
1573210746.6459167004, -0.60305343511450382188, 1573210746.6459167004, -0.010009765625, 1573210746.6459167004, -0.002685546875, 1573210747.0624289513, 0
1573210746.6555600166, -0.49618320610687022265, 1573210746.6555600166, -0.0126953125, 1573210746.6555600166, -0.009033203125, 1573210747.0987455845, 0
1573210746.6669638157, -0.65648854961832059374, 1573210746.6669638157, -0.01806640625, 1573210746.6669638157, -0.006103515625, 1573210747.1452698708, 0
1573210746.6762788296, -0.62595419847328248597, 1573210746.6762788296, -0.009033203125, 1573210746.6762788296, -0.0107421875, 1573210747.1817522049, 0
1573210746.6855273247, -0.54961832061068705002, 1573210746.6855273247, -0.008544921875, 1573210746.6855273247, -0.003173828125, 1573210747.2184214592, 0
1573210746.6955118179, -0.64122137404580148434, 1573210746.6955118179, -0.00732421875, 1573210746.6955118179, -0.003662109375, 1573210747.255158186, 0
1573210746.7062797546, -0.57251908396946560309, 1573210746.7062797546, -0.007568359375, 1573210746.7062797546, -0.010986328125, 1573210747.2917304039, 0
1573210746.7157440186, -0.38931297709923662342, 1573210746.7157440186, -0.00439453125, 1573210746.7157440186, -0.001953125, 1573210747.328199625, 0
1573210746.7256391048, -0.54198473282442749532, 1573210746.7256391048, -0.010009765625, 1573210746.7256391048, -0.006591796875, 1573210747.3645944595, 0
1573210746.73670578, -0.55725190839694660472, 1573210746.73670578, -0.004638671875, 1573210746.73670578, -0.00439453125, 1573210747.4011192322, 0
1573210746.7461183071, -0.64122137404580148434, 1573210746.7461183071, -0.009765625, 1573210746.7461183071, -0.00439453125, 1573210747.4380896091, 0
1573210746.7556056976, -0.62595419847328248597, 1573210746.7556056976, -0.015869140625, 1573210746.7556056976, -0.004150390625, 1573210747.4742069244, 0
1573210746.766988039, -0.58778625954198471248, 1573210746.766988039, -0.01123046875, 1573210746.766988039, -0.00537109375, 1573210747.5105018616, 0
1573210746.7754817009, -0.4351145038167938961, 1573210746.7754817009, -0.01318359375, 1573210746.7754817009, -0.01220703125, 1573210747.5473599434, 0
1573210746.7858314514, -0.54198473282442749532, 1573210746.7858314514, -0.011474609375, 1573210746.7858314514, -0.01171875, 1573210747.5843484402, 0
1573210746.7954797745, -0.62595419847328248597, 1573210746.7954797745, -0.011962890625, 1573210746.7954797745, -0.00634765625, 1573210747.6206874847, 0
1573210746.8055984974, -0.54961832061068705002, 1573210746.8055984974, -0.00537109375, 1573210746.8055984974, -0.007568359375, 1573210747.6571509838, 0
1573210746.8154602051, -0.53435114503816794063, 1573210746.8154602051, -0.01220703125, 1573210746.8154602051, -0.010498046875, 1573210747.6935069561, 0
1573210746.8255486488, -0.58015267175572515779, 1573210746.8255486488, -0.01025390625, 1573210746.8255486488, -0.004150390625, 1573210747.7299013138, 0
1573210746.8357088566, -0.59541984732824426718, 1573210746.8357088566, -0.009765625, 1573210746.8357088566, -0.007568359375, 1573210747.7661135197, 0
1573210746.8456234932, -0.48091603053435116877, 1573210746.8456234932, -0.012939453125, 1573210746.8456234932, -0.00634765625, 1573210747.8030068874, 0
1573210746.8559947014, -0.51145038167938927653, 1573210746.8559947014, -0.018798828125, 1573210746.8559947014, -0.003173828125, 1573210747.8399894238, 0
1573210746.8654267788, -0.65648854961832059374, 1573210746.8654267788, -0.0107421875, 1573210746.8654267788, -0.010009765625, 1573210747.8763341904, 0
1573210746.8755578995, -0.54198473282442749532, 1573210746.8755578995, -0.0107421875, 1573210746.8755578995, -0.005615234375, 1573210747.9126315117, 0
1573210746.8854417801, -0.66412213740458014843, 1573210746.8854417801, -0.01708984375, 1573210746.8854417801, -0.00439453125, 1573210747.9505121708, 0
1573210746.8956685066, -0.58015267175572515779, 1573210746.8956685066, -0.01708984375, 1573210746.8956685066, 0.000732421875, 1573210747.9868352413, 0
1573210746.9055221081, -0.56488549618320615942, 1573210746.9055221081, -0.007080078125, 1573210746.9055221081, -0.00537109375, 1573210748.023011446, 0
1573210746.915407896, -0.63358778625954192965, 1573210746.915407896, -0.01220703125, 1573210746.915407896, -0.00634765625, 1573210748.0590279102, 0
1573210746.9257369041, -0.39694656488549617812, 1573210746.9257369041, -0.01220703125, 1573210746.9257369041, -0.012451171875, 1573210748.0950257778, 0
1573210746.9355652332, -0.61068702290076337658, 1573210746.9355652332, -0.0146484375, 1573210746.9355652332, -0.00927734375, 1573210748.1311838627, 0
1573210746.9454362392, -0.56488549618320615942, 1573210746.9454362392, -0.00732421875, 1573210746.9454362392, -0.007080078125, 1573210748.1679251194, 0
1573210746.9554624557, -0.48854961832061066795, 1573210746.9554624557, -0.01220703125, 1573210746.9554624557, -0.00244140625, 1573210748.2041974068, 0
1573210746.9666502476, -0.64885496183206103904, 1573210746.9666502476, -0.019775390625, 1573210746.9666502476, -0.003173828125, 1573210748.2404360771, 0
1573210746.9754333496, -0.58015267175572515779, 1573210746.9754333496, -0.013916015625, 1573210746.9754333496, -0.0107421875, 1573210748.2766935825, 0
1573210746.985360384, -0.41221374045801528752, 1573210746.985360384, -0.0166015625, 1573210746.985360384, -0.008056640625, 1573210748.3149721622, 17.75
1573210746.9958891869, -0.53435114503816794063, 1573210746.9958891869, -0.00634765625, 1573210746.9958891869, -0.001953125, 1573210748.3525464535, 17.75
1573210747.0061767101, -0.35114503816793890545, 1573210747.0061767101, -0.01220703125, 1573210747.0061767101, -0.00048828125, 1573210748.3903744221, 17.75
1573210747.0154435635, -0.51145038167938927653, 1573210747.0154435635, -0.010498046875, 1573210747.0154435635, -0.005615234375, 1573210748.4283509254, 17.75
1573210747.0256552696, -0.50381679389312972184, 1573210747.0256552696, -0.014404296875, 1573210747.0256552696, -0.006103515625, 1573210748.4668505192, 17.75
1573210747.0362756252, -0.51908396946564883123, 1573210747.0362756252, -0.014892578125, 1573210747.0362756252, -0.001953125, 1573210748.5046727657, 17.75
1573210747.0454714298, -0.61832061068702293127, 1573210747.0454714298, -0.009033203125, 1573210747.0454714298, -0.005859375, 1573210748.5425150394, 17.75
1573210747.0553817749, -0.51145038167938927653, 1573210747.0553817749, -0.015380859375, 1573210747.0553817749, -0.007568359375, 1573210748.5811977386, 17.75
1573210747.0681886673, -0.49618320610687022265, 1573210747.0681886673, -0.014892578125, 1573210747.0681886673, -0.009521484375, 1573210748.6189959049, 17.75
