Model,MDO3014
-2.340000e-01,0.52
-2.320000e-01,0.04
-2.300000e-01,0.52
-2.280000e-01,0.04
-2.260000e-01,0.52
-2.240000e-01,-0.04
-2.220000e-01,0.52
-2.200000e-01,0.04
-2.180000e-01,0.52
-2.160000e-01,0.04
-2.140000e-01,0.52
-2.120000e-01,0.04
-2.100000e-01,0.44
-2.080000e-01,0.04
-2.060000e-01,0.44
-2.040000e-01,0.04
-2.020000e-01,0.52
-2.000000e-01,0.04
-1.980000e-01,0.44
-1.960000e-01,0.04
-1.940000e-01,0.44
-1.920000e-01,0.04
-1.900000e-01,0.44
-1.880000e-01,0.04
-1.860000e-01,0.44
-1.840000e-01,0.04
-1.820000e-01,0.44
-1.800000e-01,0.04
-1.780000e-01,0.44
-1.760000e-01,0.04
-1.740000e-01,0.44
-1.720000e-01,0.04
-1.700000e-01,0.52
-1.680000e-01,0.04
-1.660000e-01,0.52
-1.640000e-01,0.04
-1.620000e-01,0.52
-1.600000e-01,0.04
-1.580000e-01,0.44
-1.560000e-01,-0.04
-1.540000e-01,0.44
-1.520000e-01,0.04
-1.500000e-01,0.52
-1.480000e-01,0.04
-1.460000e-01,0.44
-1.440000e-01,-0.04
-1.420000e-01,0.44
-1.400000e-01,0.04
-1.380000e-01,0.44
-1.360000e-01,-0.04
-1.340000e-01,0.44
-1.320000e-01,0.04
-1.300000e-01,0.44
-1.280000e-01,0.04
-1.260000e-01,0.44
-1.240000e-01,0.04
-1.220000e-01,0.44
-1.200000e-01,0.04
-1.180000e-01,0.44
-1.160000e-01,0.04
-1.140000e-01,0.52
-1.120000e-01,-0.04
-1.100000e-01,0.44
-1.080000e-01,0.04
-1.060000e-01,0.52
-1.040000e-01,0.04
-1.020000e-01,0.52
-1.000000e-01,0.04
-9.800000e-02,0.44
-9.600000e-02,-0.04
-9.400000e-02,0.44
-9.200000e-02,0.04
-9.000000e-02,0.52
-8.800000e-02,0.04
-8.600000e-02,0.52
-8.400000e-02,0.04
-8.200000e-02,0.44
-8.000000e-02,0.04
-7.800000e-02,0.52
-7.600000e-02,0.04
-7.400000e-02,0.44
-7.200000e-02,0.04
-7.000000e-02,0.44
-6.800000e-02,0.04
-6.600000e-02,0.44
-6.400000e-02,0.04
-6.200000e-02,0.52
-6.000000e-02,0.04
-5.800000e-02,0.52
-5.600000e-02,0.04
-5.400000e-02,0.52
-5.200000e-02,0.04
-5.000000e-02,0.44
-4.800000e-02,0.04
-4.600000e-02,0.44
-4.400000e-02,0.04
-4.200000e-02,0.52
-4.000000e-02,0.04
-3.800000e-02,0.52
-3.600000e-02,0.04
-3.400000e-02,0.44
-3.200000e-02,0.04
-3.000000e-02,0.52
-2.800000e-02,0.04
-2.600000e-02,0.52
-2.400000e-02,0.04
-2.200000e-02,0.52
-2.000000e-02,0.04
-1.800000e-02,0.52
-1.600000e-02,0.04
-1.400000e-02,0.52
-1.200000e-02,0.04
-1.000000e-02,0.52
-8.000000e-03,-0.04
-6.000000e-03,0.44
-4.000000e-03,0.04
-2.000000e-03,0.44
8.000000e-15,0.04
2.000000e-03,0.44
4.000000e-03,0.04
6.000000e-03,0.44
8.000000e-03,0.04
1.000000e-02,0.52
1.200000e-02,0.04
1.400000e-02,11.88
1.600000e-02,11.32
1.800000e-02,11.88
2.000000e-02,11.32
2.200000e-02,11.88
2.400000e-02,11.4
2.600000e-02,11.88
2.800000e-02,11.4
3.000000e-02,11.88
3.200000e-02,11.32
3.400000e-02,11.88
3.600000e-02,11.4
3.800000e-02,11.88
4.000000e-02,11.4
4.200000e-02,11.88
4.400000e-02,11.4
4.600000e-02,11.88
4.800000e-02,11.32
5.000000e-02,11.88
5.200000e-02,11.4
5.400000e-02,11.88
5.600000e-02,11.4
5.800000e-02,11.88
6.000000e-02,11.4
6.200000e-02,11.88
6.400000e-02,11.4
6.600000e-02,11.88
6.800000e-02,11.4
7.000000e-02,11.88
7.200000e-02,11.32
7.400000e-02,11.88
7.600000e-02,11.32
7.800000e-02,11.88
8.000000e-02,11.4
8.200000e-02,11.88
8.400000e-02,11.4
8.600000e-02,11.88
8.800000e-02,11.4
9.000000e-02,11.88
9.200000e-02,11.4
9.400000e-02,11.88
9.600000e-02,11.4
9.800000e-02,11.88
1.000000e-01,11.4
1.020000e-01,11.88
1.040000e-01,11.32
1.060000e-01,11.88
1.080000e-01,11.4
1.100000e-01,11.88
1.120000e-01,11.4
1.140000e-01,11.88
1.160000e-01,11.4
1.180000e-01,11.88
1.200000e-01,-0.68
1.220000e-01,11.88
1.240000e-01,0.04
1.260000e-01,0.52
1.280000e-01,0.04
1.300000e-01,0.44
1.320000e-01,0.04
1.340000e-01,0.44
1.360000e-01,-0.04
1.380000e-01,0.44
1.400000e-01,0.04
1.420000e-01,0.44
1.440000e-01,0.04
1.460000e-01,0.44
1.480000e-01,0.04
1.500000e-01,0.44
1.520000e-01,0.04
1.540000e-01,0.44
1.560000e-01,0.04
1.580000e-01,0.44
1.600000e-01,0.04
1.620000e-01,0.52
1.640000e-01,0.04
1.660000e-01,0.44
1.680000e-01,0.04
1.700000e-01,0.44
1.720000e-01,0.04
1.740000e-01,0.52
1.760000e-01,0.04
1.780000e-01,0.52
1.800000e-01,0.04
1.820000e-01,0.44
1.840000e-01,-0.04
1.860000e-01,0.44
1.880000e-01,0.04
1.900000e-01,0.44
1.920000e-01,-0.04
1.940000e-01,0.44
1.960000e-01,-0.04
1.980000e-01,0.44
2.000000e-01,-0.04
2.020000e-01,0.44
2.040000e-01,0.04
2.060000e-01,0.52
2.080000e-01,0.04
2.100000e-01,0.52
2.120000e-01,0.04
2.140000e-01,0.44
2.160000e-01,0.04
2.180000e-01,0.44
2.200000e-01,0.04
2.220000e-01,0.44
2.240000e-01,0.04
2.260000e-01,0.44
2.280000e-01,0.04
2.300000e-01,0.52
2.320000e-01,0.04
2.340000e-01,0.52
2.360000e-01,0.04
2.380000e-01,0.44
2.400000e-01,0.04
2.420000e-01,0.44
2.440000e-01,0.04
2.460000e-01,0.52
2.480000e-01,-0.04
2.500000e-01,0.44
2.520000e-01,0.04
2.540000e-01,0.44
2.560000e-01,0.04
2.580000e-01,0.52
2.600000e-01,0.04
2.620000e-01,0.44
2.640000e-01,0.04
2.660000e-01,0.52
2.680000e-01,0.04
2.700000e-01,0.44
2.720000e-01,0.04
2.740000e-01,0.44
2.760000e-01,0.04
2.780000e-01,0.52
2.800000e-01,0.04
2.820000e-01,0.44
2.840000e-01,0.04
2.860000e-01,0.52
2.880000e-01,0.04
2.900000e-01,0.44
2.920000e-01,0.04
2.940000e-01,0.44
2.960000e-01,0.04
2.980000e-01,0.44
3.000000e-01,0.04
3.020000e-01,0.52
3.040000e-01,-0.04
3.060000e-01,0.44
3.080000e-01,0.04
3.100000e-01,0.44
3.120000e-01,0.04
3.140000e-01,0.44
3.160000e-01,0.04
3.180000e-01,0.44
3.200000e-01,0.04
3.220000e-01,0.44
3.240000e-01,0.04
3.260000e-01,0.44
3.280000e-01,0.04
3.300000e-01,0.44
3.320000e-01,0.04
3.340000e-01,0.52
3.360000e-01,0.04
3.380000e-01,0.44
3.400000e-01,0.04
3.420000e-01,0.52
3.440000e-01,0.04
3.460000e-01,0.52
3.480000e-01,-0.04
3.500000e-01,0.44
3.520000e-01,-0.04
3.540000e-01,0.52
3.560000e-01,0.04
3.580000e-01,0.44
3.600000e-01,0.04
3.620000e-01,0.44
3.640000e-01,0.04
3.660000e-01,0.44
3.680000e-01,0.04
3.700000e-01,0.44
3.720000e-01,0.04
3.740000e-01,0.44
3.760000e-01,0.04
3.780000e-01,0.44
3.800000e-01,0.04
3.820000e-01,0.44
3.840000e-01,0.04
3.860000e-01,0.44
3.880000e-01,0.04
3.900000e-01,0.44
3.920000e-01,-0.04
3.940000e-01,0.44
3.960000e-01,0.04
3.980000e-01,0.44
4.000000e-01,-0.04
4.020000e-01,0.52
4.040000e-01,0.04
4.060000e-01,0.44
4.080000e-01,0.04
4.100000e-01,0.44
4.120000e-01,0.04
4.140000e-01,0.52
4.160000e-01,-0.04
4.180000e-01,0.44
4.200000e-01,0.04
4.220000e-01,0.44
4.240000e-01,0.04
4.260000e-01,0.52
4.280000e-01,0.04
4.300000e-01,0.52
4.320000e-01,0.04
4.340000e-01,0.44
4.360000e-01,0.04
4.380000e-01,0.52
4.400000e-01,0.04
4.420000e-01,0.52
4.440000e-01,0.04
4.460000e-01,0.44
4.480000e-01,0.04
4.500000e-01,0.44
4.520000e-01,0.04
4.540000e-01,0.44
4.560000e-01,0.04
4.580000e-01,0.44
4.600000e-01,0.04
4.620000e-01,0.44
4.640000e-01,0.04
4.660000e-01,0.44
4.680000e-01,0.04
4.700000e-01,0.44
4.720000e-01,0.04
4.740000e-01,0.44
4.760000e-01,0.04
4.780000e-01,0.44
4.800000e-01,0.04
4.820000e-01,0.44
4.840000e-01,0.04
4.860000e-01,0.52
4.880000e-01,0.04
4.900000e-01,0.44
4.920000e-01,-0.04
4.940000e-01,0.52
4.960000e-01,0.04
4.980000e-01,0.52
5.000000e-01,0.04
5.020000e-01,0.44
5.040000e-01,0.04
5.060000e-01,0.44
5.080000e-01,0.04
5.100000e-01,0.52
5.120000e-01,0.04
5.140000e-01,0.44
5.160000e-01,0.04
5.180000e-01,0.44
5.200000e-01,0.04
5.220000e-01,0.44
5.240000e-01,0.04
5.260000e-01,0.44
5.280000e-01,0.04
5.300000e-01,0.52
5.320000e-01,0.04
5.340000e-01,0.44
5.360000e-01,0.04
5.380000e-01,0.52
5.400000e-01,-0.04
5.420000e-01,0.52
5.440000e-01,0.04
5.460000e-01,0.44
5.480000e-01,0.04
5.500000e-01,0.44
5.520000e-01,0.04
5.540000e-01,0.44
5.560000e-01,0.04
5.580000e-01,0.44
5.600000e-01,0.04
5.620000e-01,0.44
5.640000e-01,0.04
5.660000e-01,0.44
5.680000e-01,0.04
5.700000e-01,0.44
5.720000e-01,0.04
5.740000e-01,0.44
5.760000e-01,0.04
5.780000e-01,0.44
5.800000e-01,0.04
5.820000e-01,0.52
5.840000e-01,0.04
5.860000e-01,0.44
5.880000e-01,-0.04
5.900000e-01,0.52
5.920000e-01,0.04
5.940000e-01,0.44
5.960000e-01,0.04
5.980000e-01,0.44
6.000000e-01,0.04
6.020000e-01,0.44
6.040000e-01,0.04
6.060000e-01,0.44
6.080000e-01,0.04
6.100000e-01,0.52
6.120000e-01,0.04
6.140000e-01,0.44
6.160000e-01,0.04
6.180000e-01,0.44
6.200000e-01,0.04
6.220000e-01,0.52
6.240000e-01,0.04
6.260000e-01,0.52
6.280000e-01,0.04
6.300000e-01,0.44
6.320000e-01,0.04
6.340000e-01,0.52
6.360000e-01,0.04
6.380000e-01,0.52
6.400000e-01,0.04
6.420000e-01,0.44
6.440000e-01,0.04
6.460000e-01,0.44
6.480000e-01,0.04
6.500000e-01,0.44
6.520000e-01,0.04
6.540000e-01,0.44
6.560000e-01,-0.04
6.580000e-01,0.44
6.600000e-01,-0.04
6.620000e-01,0.52
6.640000e-01,0.04
6.660000e-01,0.44
6.680000e-01,0.04
6.700000e-01,0.44
6.720000e-01,0.04
6.740000e-01,0.52
6.760000e-01,0.04
6.780000e-01,0.44
6.800000e-01,0.04
6.820000e-01,0.52
6.840000e-01,0.04
6.860000e-01,0.44
6.880000e-01,-0.04
6.900000e-01,0.52
6.920000e-01,-0.04
6.940000e-01,0.44
6.960000e-01,0.04
6.980000e-01,0.44
7.000000e-01,0.04
7.020000e-01,0.44
7.040000e-01,0.04
7.060000e-01,0.44
7.080000e-01,0.04
7.100000e-01,0.44
7.120000e-01,0.04
7.140000e-01,0.52
7.160000e-01,0.04
7.180000e-01,0.44
7.200000e-01,0.04
7.220000e-01,0.52
7.240000e-01,0.04
7.260000e-01,0.44
7.280000e-01,0.04
7.300000e-01,0.52
7.320000e-01,0.04
7.340000e-01,0.44
7.360000e-01,0.04
7.380000e-01,0.52
7.400000e-01,0.04
7.420000e-01,0.52
7.440000e-01,-0.04
7.460000e-01,0.52
7.480000e-01,0.04
7.500000e-01,0.44
7.520000e-01,0.04
7.540000e-01,0.44
7.560000e-01,-0.04
7.580000e-01,0.44
7.600000e-01,0.04
7.620000e-01,0.44
7.640000e-01,0.04
7.660000e-01,0.44
7.680000e-01,0.04
7.700000e-01,0.44
7.720000e-01,0.04
7.740000e-01,0.44
7.760000e-01,0.04
7.780000e-01,0.44
7.800000e-01,-0.04
7.820000e-01,0.44
7.840000e-01,0.04
7.860000e-01,0.44
7.880000e-01,0.04
7.900000e-01,0.44
7.920000e-01,-0.04
7.940000e-01,0.52
7.960000e-01,0.04
7.980000e-01,0.44
8.000000e-01,0.04
8.020000e-01,0.44
8.040000e-01,0.04
8.060000e-01,0.52
8.080000e-01,0.04
8.100000e-01,0.44
8.120000e-01,0.04
8.140000e-01,0.52
8.160000e-01,0.04
8.180000e-01,0.44
8.200000e-01,0.04
8.220000e-01,0.44
8.240000e-01,0.04
8.260000e-01,0.44
8.280000e-01,0.04
8.300000e-01,0.44
8.320000e-01,0.04
8.340000e-01,0.44
8.360000e-01,0.04
8.380000e-01,0.52
8.400000e-01,0.04
8.420000e-01,0.44
8.440000e-01,0.04
8.460000e-01,0.44
8.480000e-01,-0.04
8.500000e-01,0.52
8.520000e-01,0.04
8.540000e-01,0.44
8.560000e-01,-0.04
8.580000e-01,0.52
8.600000e-01,0.04
8.620000e-01,0.44
8.640000e-01,0.04
8.660000e-01,0.52
8.680000e-01,0.04
8.700000e-01,0.44
8.720000e-01,0.04
8.740000e-01,0.44
8.760000e-01,0.04
8.780000e-01,0.52
8.800000e-01,-0.04
8.820000e-01,0.44
8.840000e-01,0.04
8.860000e-01,0.52
8.880000e-01,0.04
8.900000e-01,0.52
8.920000e-01,0.04
8.940000e-01,0.44
8.960000e-01,0.04
8.980000e-01,0.44
9.000000e-01,0.04
9.020000e-01,0.44
9.040000e-01,0.04
9.060000e-01,0.52
9.080000e-01,0.04
9.100000e-01,0.44
9.120000e-01,0.04
9.140000e-01,0.52
9.160000e-01,0.04
9.180000e-01,0.44
9.200000e-01,-0.04
9.220000e-01,0.44
9.240000e-01,0.04
9.260000e-01,0.44
9.280000e-01,0.04
9.300000e-01,0.44
9.320000e-01,-0.04
9.340000e-01,0.52
9.360000e-01,-0.04
9.380000e-01,0.44
9.400000e-01,0.04
9.420000e-01,0.44
9.440000e-01,0.04
9.460000e-01,0.52
9.480000e-01,0.04
9.500000e-01,0.52
9.520000e-01,0.04
9.540000e-01,0.44
9.560000e-01,0.04
9.580000e-01,0.52
9.600000e-01,0.04
9.620000e-01,0.44
9.640000e-01,0.04
9.660000e-01,0.44
9.680000e-01,0.04
9.700000e-01,0.44
9.720000e-01,0.04
9.740000e-01,0.44
9.760000e-01,0.04
9.780000e-01,11.88
9.800000e-01,11.4
9.820000e-01,11.88
9.840000e-01,11.32
9.860000e-01,11.88
9.880000e-01,11.4
9.900000e-01,11.88
9.920000e-01,11.32
9.940000e-01,11.88
9.960000e-01,11.4
9.980000e-01,11.88
1.000000e+00,11.4
1.002000e+00,11.88
1.004000e+00,11.4
1.006000e+00,11.88
1.008000e+00,11.4
1.010000e+00,11.88
1.012000e+00,11.4
1.014000e+00,11.88
1.016000e+00,11.4
1.018000e+00,11.88
1.020000e+00,11.4
1.022000e+00,11.88
1.024000e+00,11.4
1.026000e+00,11.88
1.028000e+00,11.4
1.030000e+00,11.88
1.032000e+00,11.4
1.034000e+00,11.88
1.036000e+00,11.32
1.038000e+00,11.88
1.040000e+00,11.4
1.042000e+00,11.88
1.044000e+00,11.4
1.046000e+00,11.88
1.048000e+00,11.4
1.050000e+00,11.88
1.052000e+00,11.32
1.054000e+00,11.88
1.056000e+00,11.4
1.058000e+00,11.88
1.060000e+00,11.4
1.062000e+00,11.88
1.064000e+00,11.4
1.066000e+00,11.88
1.068000e+00,11.4
1.070000e+00,11.88
1.072000e+00,11.4
1.074000e+00,11.88
1.076000e+00,11.4
1.078000e+00,11.88
1.080000e+00,11.4
1.082000e+00,11.88
1.084000e+00,11.4
1.086000e+00,11.88
1.088000e+00,11.4
1.090000e+00,11.88
1.092000e+00,-0.68
1.094000e+00,11.88
1.096000e+00,0.04
1.098000e+00,0.44
1.100000e+00,0.04
1.102000e+00,0.44
1.104000e+00,0.04
1.106000e+00,0.44
1.108000e+00,0.04
1.110000e+00,0.44
1.112000e+00,-0.04
1.114000e+00,0.52
1.116000e+00,0.04
1.118000e+00,0.52
1.120000e+00,0.04
1.122000e+00,0.52
1.124000e+00,0.04
1.126000e+00,0.52
1.128000e+00,0.04
1.130000e+00,0.44
1.132000e+00,0.04
1.134000e+00,0.52
1.136000e+00,0.04
1.138000e+00,0.52
1.140000e+00,0.04
1.142000e+00,0.44
1.144000e+00,0.04
1.146000e+00,0.52
1.148000e+00,0.04
1.150000e+00,0.52
1.152000e+00,0.04
1.154000e+00,0.44
1.156000e+00,0.04
1.158000e+00,0.44
1.160000e+00,0.04
1.162000e+00,0.44
1.164000e+00,0.04
1.166000e+00,0.44
1.168000e+00,0.04
1.170000e+00,0.52
1.172000e+00,0.04
1.174000e+00,0.52
1.176000e+00,-0.04
1.178000e+00,0.44
1.180000e+00,0.04
1.182000e+00,0.52
1.184000e+00,0.04
1.186000e+00,0.52
1.188000e+00,0.04
1.190000e+00,0.44
1.192000e+00,0.04
1.194000e+00,0.44
1.196000e+00,0.04
1.198000e+00,0.52
1.200000e+00,-0.04
1.202000e+00,0.44
1.204000e+00,0.04
1.206000e+00,0.52
1.208000e+00,0.04
1.210000e+00,0.52
1.212000e+00,0.04
1.214000e+00,0.44
1.216000e+00,-0.04
1.218000e+00,0.52
1.220000e+00,-0.04
1.222000e+00,0.52
1.224000e+00,0.04
1.226000e+00,0.44
1.228000e+00,0.04
1.230000e+00,0.52
1.232000e+00,0.04
1.234000e+00,0.52
1.236000e+00,0.04
1.238000e+00,0.44
1.240000e+00,0.04
1.242000e+00,0.44
1.244000e+00,0.04
1.246000e+00,0.44
1.248000e+00,0.04
1.250000e+00,0.52
1.252000e+00,0.04
1.254000e+00,0.52
1.256000e+00,-0.04
1.258000e+00,0.44
1.260000e+00,0.04
1.262000e+00,0.52
1.264000e+00,-0.04
1.266000e+00,0.52
1.268000e+00,0.04
1.270000e+00,0.44
1.272000e+00,0.04
1.274000e+00,0.52
1.276000e+00,0.04
1.278000e+00,0.52
1.280000e+00,-0.04
1.282000e+00,0.44
1.284000e+00,0.04
1.286000e+00,0.52
1.288000e+00,0.04
1.290000e+00,0.44
1.292000e+00,0.04
1.294000e+00,0.44
1.296000e+00,0.04
1.298000e+00,0.52
1.300000e+00,0.04
1.302000e+00,0.44
1.304000e+00,0.04
1.306000e+00,0.44
1.308000e+00,0.04
1.310000e+00,0.52
1.312000e+00,0.04
1.314000e+00,0.52
1.316000e+00,0.04
1.318000e+00,0.44
1.320000e+00,0.04
1.322000e+00,0.44
1.324000e+00,0.04
1.326000e+00,0.52
1.328000e+00,0.04
1.330000e+00,0.52
1.332000e+00,0.04
1.334000e+00,0.52
1.336000e+00,0.04
1.338000e+00,0.52
1.340000e+00,0.04
1.342000e+00,0.52
1.344000e+00,0.04
1.346000e+00,0.52
1.348000e+00,0.04
1.350000e+00,0.52
1.352000e+00,0.04
1.354000e+00,0.44
1.356000e+00,0.04
1.358000e+00,0.44
1.360000e+00,0.04
1.362000e+00,0.44
1.364000e+00,0.04
1.366000e+00,0.52
1.368000e+00,0.04
1.370000e+00,0.52
1.372000e+00,0.04
1.374000e+00,0.52
1.376000e+00,0.04
1.378000e+00,0.52
1.380000e+00,0.04
1.382000e+00,0.44
1.384000e+00,0.04
1.386000e+00,0.52
1.388000e+00,0.04
1.390000e+00,0.52
1.392000e+00,0.04
1.394000e+00,0.52
1.396000e+00,0.04
1.398000e+00,0.52
1.400000e+00,0.04
1.402000e+00,0.52
1.404000e+00,0.04
1.406000e+00,0.52
1.408000e+00,0.04
1.410000e+00,0.52
1.412000e+00,0.04
1.414000e+00,0.44
1.416000e+00,0.04
1.418000e+00,0.52
1.420000e+00,0.04
1.422000e+00,0.52
1.424000e+00,0.04
1.426000e+00,0.52
1.428000e+00,0.04
1.430000e+00,0.52
1.432000e+00,0.04
1.434000e+00,0.52
1.436000e+00,0.04
1.438000e+00,0.44
1.440000e+00,0.04
1.442000e+00,0.52
1.444000e+00,0.04
1.446000e+00,0.44
1.448000e+00,0.04
1.450000e+00,11.88
1.452000e+00,11.4
1.454000e+00,11.88
1.456000e+00,11.4
1.458000e+00,11.88
1.460000e+00,11.4
1.462000e+00,11.88
1.464000e+00,11.4
1.466000e+00,11.88
1.468000e+00,11.4
1.470000e+00,11.88
1.472000e+00,11.4
1.474000e+00,11.88
1.476000e+00,11.4
1.478000e+00,11.88
1.480000e+00,11.4
1.482000e+00,11.96
1.484000e+00,11.4
1.486000e+00,11.88
1.488000e+00,11.4
1.490000e+00,11.88
1.492000e+00,11.4
1.494000e+00,11.88
1.496000e+00,11.4
1.498000e+00,11.88
1.500000e+00,11.4
1.502000e+00,11.88
1.504000e+00,11.4
1.506000e+00,11.88
1.508000e+00,11.4
1.510000e+00,11.88
1.512000e+00,11.4
1.514000e+00,11.88
1.516000e+00,11.4
1.518000e+00,11.88
1.520000e+00,11.4
1.522000e+00,11.88
1.524000e+00,11.4
1.526000e+00,11.88
1.528000e+00,11.4
1.530000e+00,11.88
1.532000e+00,11.4
1.534000e+00,11.88
1.536000e+00,11.32
1.538000e+00,11.88
1.540000e+00,11.4
1.542000e+00,11.88
1.544000e+00,11.4
1.546000e+00,11.88
1.548000e+00,11.4
1.550000e+00,11.88
1.552000e+00,11.4
1.554000e+00,11.88
1.556000e+00,11.4
1.558000e+00,11.88
1.560000e+00,11.4
1.562000e+00,11.88
1.564000e+00,-0.68
1.566000e+00,11.88
1.568000e+00,0.04
1.570000e+00,0.52
1.572000e+00,0.04
1.574000e+00,0.52
1.576000e+00,0.04
1.578000e+00,0.52
1.580000e+00,0.04
1.582000e+00,0.52
1.584000e+00,0.04
1.586000e+00,0.52
1.588000e+00,0.04
1.590000e+00,0.44
1.592000e+00,0.04
1.594000e+00,0.52
1.596000e+00,0.04
1.598000e+00,0.52
1.600000e+00,0.04
1.602000e+00,0.44
1.604000e+00,0.04
1.606000e+00,0.52
1.608000e+00,0.04
1.610000e+00,0.52
1.612000e+00,0.04
1.614000e+00,0.44
1.616000e+00,0.04
1.618000e+00,0.44
1.620000e+00,0.04
1.622000e+00,0.52
1.624000e+00,0.04
1.626000e+00,0.52
1.628000e+00,0.04
1.630000e+00,0.52
1.632000e+00,0.04
1.634000e+00,0.52
1.636000e+00,0.04
1.638000e+00,0.44
1.640000e+00,0.04
1.642000e+00,0.52
1.644000e+00,0.04
1.646000e+00,0.44
1.648000e+00,0.04
1.650000e+00,0.44
1.652000e+00,0.04
1.654000e+00,0.52
1.656000e+00,0.04
1.658000e+00,0.52
1.660000e+00,0.04
1.662000e+00,0.52
1.664000e+00,0.04
1.666000e+00,0.52
1.668000e+00,0.04
1.670000e+00,0.44
1.672000e+00,0.04
1.674000e+00,0.44
1.676000e+00,0.04
1.678000e+00,0.44
1.680000e+00,0.04
1.682000e+00,0.52
1.684000e+00,0.04
1.686000e+00,0.52
1.688000e+00,0.04
1.690000e+00,0.44
1.692000e+00,0.04
1.694000e+00,0.44
1.696000e+00,0.04
1.698000e+00,0.44
1.700000e+00,0.04
1.702000e+00,0.52
1.704000e+00,0.04
1.706000e+00,0.52
1.708000e+00,0.04
1.710000e+00,0.52
1.712000e+00,-0.04
1.714000e+00,0.52
1.716000e+00,0.04
1.718000e+00,0.52
1.720000e+00,0.04
1.722000e+00,0.44
1.724000e+00,-0.04
1.726000e+00,0.44
1.728000e+00,0.04
1.730000e+00,0.52
1.732000e+00,0.04
1.734000e+00,0.44
1.736000e+00,0.04
1.738000e+00,0.52
1.740000e+00,0.04
1.742000e+00,0.52
1.744000e+00,0.04
1.746000e+00,0.52
1.748000e+00,0.04
1.750000e+00,0.44
1.752000e+00,0.04
1.754000e+00,0.44
1.756000e+00,0.04
1.758000e+00,0.52
1.760000e+00,0.04
1.762000e+00,0.52
1.764000e+00,0.04
1.766000e+00,0.44
1.768000e+00,0.04
1.770000e+00,0.44
1.772000e+00,0.04
1.774000e+00,0.52
1.776000e+00,0.04
1.778000e+00,0.44
1.780000e+00,0.04
1.782000e+00,0.44
1.784000e+00,0.04
1.786000e+00,0.52
1.788000e+00,0.04
1.790000e+00,0.52
1.792000e+00,0.04
1.794000e+00,0.52
1.796000e+00,0.04
1.798000e+00,0.52
1.800000e+00,-0.04
1.802000e+00,0.44
1.804000e+00,0.04
1.806000e+00,0.44
1.808000e+00,0.04
1.810000e+00,0.44
1.812000e+00,0.04
1.814000e+00,0.44
1.816000e+00,-0.04
1.818000e+00,0.52
1.820000e+00,0.04
1.822000e+00,0.52
1.824000e+00,-0.04
1.826000e+00,0.52
1.828000e+00,0.04
1.830000e+00,0.52
1.832000e+00,0.04
1.834000e+00,0.44
1.836000e+00,0.04
1.838000e+00,0.44
1.840000e+00,0.04
1.842000e+00,0.44
1.844000e+00,0.04
1.846000e+00,0.52
1.848000e+00,-0.04
1.850000e+00,0.52
1.852000e+00,-0.04
1.854000e+00,0.52
1.856000e+00,0.04
1.858000e+00,0.52
1.860000e+00,0.04
1.862000e+00,0.44
1.864000e+00,0.04
1.866000e+00,0.44
1.868000e+00,0.04
1.870000e+00,0.52
1.872000e+00,0.04
1.874000e+00,0.44
1.876000e+00,0.04
1.878000e+00,0.52
1.880000e+00,0.04
1.882000e+00,0.44
1.884000e+00,0.04
1.886000e+00,0.52
1.888000e+00,0.04
1.890000e+00,0.52
1.892000e+00,0.04
1.894000e+00,0.52
1.896000e+00,0.04
1.898000e+00,0.44
1.900000e+00,-0.04
1.902000e+00,0.44
1.904000e+00,0.04
1.906000e+00,0.44
1.908000e+00,0.04
1.910000e+00,0.44
1.912000e+00,0.04
1.914000e+00,0.52
1.916000e+00,0.04
1.918000e+00,0.44
1.920000e+00,-0.04
1.922000e+00,0.44
1.924000e+00,0.04
1.926000e+00,0.44
1.928000e+00,0.04
1.930000e+00,0.44
1.932000e+00,0.04
1.934000e+00,0.52
1.936000e+00,0.04
1.938000e+00,0.44
1.940000e+00,0.04
1.942000e+00,0.44
1.944000e+00,0.04
1.946000e+00,0.44
1.948000e+00,0.04
1.950000e+00,0.44
1.952000e+00,-0.04
1.954000e+00,0.44
1.956000e+00,0.04
1.958000e+00,0.44
1.960000e+00,0.04
1.962000e+00,0.52
1.964000e+00,0.04
1.966000e+00,0.52
1.968000e+00,0.04
1.970000e+00,0.52
1.972000e+00,0.04
1.974000e+00,0.44
1.976000e+00,0.04
1.978000e+00,0.52
1.980000e+00,0.04
1.982000e+00,0.52
1.984000e+00,0.04
1.986000e+00,0.52
1.988000e+00,0.04
1.990000e+00,0.52
1.992000e+00,0.04
1.994000e+00,0.44
1.996000e+00,0.04
1.998000e+00,0.44
2.000000e+00,0.04
2.002000e+00,0.44
2.004000e+00,0.04
2.006000e+00,0.44
2.008000e+00,0.04
2.010000e+00,0.52
2.012000e+00,0.04
2.014000e+00,0.52
2.016000e+00,0.04
2.018000e+00,0.44
2.020000e+00,0.04
2.022000e+00,0.44
2.024000e+00,0.04
2.026000e+00,0.44
2.028000e+00,0.04
2.030000e+00,0.52
2.032000e+00,0.04
2.034000e+00,0.52
2.036000e+00,0.04
2.038000e+00,0.52
2.040000e+00,0.04
2.042000e+00,0.52
2.044000e+00,0.04
2.046000e+00,0.44
2.048000e+00,0.04
2.050000e+00,0.52
2.052000e+00,-0.04
2.054000e+00,0.44
2.056000e+00,0.04
2.058000e+00,0.44
2.060000e+00,0.04
2.062000e+00,0.44
2.064000e+00,0.04
2.066000e+00,0.44
